account_id,seats,is_trial,churn_flag,total_subscriptions,active_subscriptions,avg_subscription_duration_days,avg_sub_seats,max_sub_seats,avg_mrr_amount,max_mrr_amount,avg_arr_amount,total_arr_amount,trial_subscription_count,auto_renew_count,upgrade_count,downgrade_count,recent_upgrade_90d,recent_downgrade_90d,ended_subscriptions_count,max_subscription_duration_days,active_subscription_ratio,auto_renew_ratio,latest_auto_renew_flag,latest_is_trial,days_since_last_subscription_change,total_usage_count,total_usage_duration_secs,total_error_count,unique_feature_count,beta_feature_usage_count,days_since_last_usage,total_tickets,avg_resolution_time_hours,avg_first_response_time_minutes,avg_satisfaction_score,escalation_count,escalation_ratio,account_age_days,avg_resolution_time_hours_missing_flag,avg_first_response_time_minutes_missing_flag,avg_satisfaction_score_missing_flag,is_inactive_user,has_no_ticket_history,usage_per_subscription,ticket_per_subscription,error_per_subscription,error_rate,health_score,industry_Cybersecurity,industry_DevTools,industry_EdTech,industry_FinTech,industry_HealthTech,country_AU,country_CA,country_DE,country_FR,country_IN,country_UK,country_US,referral_source_ads,referral_source_event,referral_source_organic,referral_source_other,referral_source_partner,plan_tier_Basic,plan_tier_Enterprise,plan_tier_Pro,latest_plan_tier_Basic,latest_plan_tier_Enterprise,latest_plan_tier_Pro,latest_billing_frequency_annual,latest_billing_frequency_monthly
A-4bfa33,8,1,0,7,6,14.285714285714286,20.285714285714285,72,800.8571428571429,3528,9610.285714285714,67272,1,6,0,0,0,0,1,21,0.8571428571428571,0.8571428571428571,1,1,6,329,78244,17,23,6,5,4.0,16.5,84.75,3.6666666666666665,0.0,0.0,24,0,0,0,0,0,47.0,0.5714285714285714,2.4285714285714284,0.05167173252279635,9.492597346004015,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
A-dbc825,19,0,0,16,12,180.0625,27.1875,85,2650.25,10945,31803.0,508848,1,14,2,0,1,0,4,347,0.75,0.875,1,0,36,730,212801,58,34,8,1,6.0,49.5,108.16666666666669,4.0,1.0,0.1666666666666666,359,0,0,0,0,0,45.625,0.375,3.625,0.07945205479452055,10.575417913933256,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
A-c70870,31,0,0,7,7,23.428571428571427,61.57142857142857,170,5659.142857142857,33830,67909.71428571429,475368,3,7,2,1,2,1,0,50,1.0,1.0,1,0,2,334,106338,18,23,4,0,5.0,35.6,105.8,4.0,0.0,0.0,70,0,0,0,0,0,47.714285714285715,0.7142857142857143,2.5714285714285716,0.05389221556886228,9.54415185575727,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False
A-7c4956,5,0,1,8,5,282.25,15.125,51,426.125,1194,5113.5,40908,2,6,0,0,0,0,3,575,0.625,0.75,1,0,11,475,129707,40,27,6,5,3.0,13.666666666666666,66.66666666666667,4.0,0.0,0.0,605,0,0,0,0,0,59.375,0.375,5.0,0.08421052631578947,9.982819732827677,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False
A-0651a4,16,0,0,15,14,28.333333333333332,26.8,65,2970.9333333333334,12935,35651.2,534768,3,13,0,0,0,0,1,65,0.9333333333333333,0.8666666666666667,1,0,6,705,201426,37,34,8,15,4.0,29.25,48.5,4.0,0.0,0.0,76,0,0,0,0,0,47.0,0.26666666666666666,2.466666666666667,0.0524822695035461,10.785885284798258,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
A-3ce5b8,8,0,1,9,9,217.88888888888889,37.333333333333336,189,1850.0,9261,22200.0,199800,2,9,0,0,0,0,0,382,1.0,1.0,1,1,89,509,147802,29,29,5,16,10.0,42.5,101.8,3.7142857142857144,0.0,0.0,481,0,0,0,0,0,56.55555555555556,1.1111111111111112,3.2222222222222223,0.05697445972495088,10.001529459549422,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
A-bd4708,37,1,0,13,13,74.84615384615384,41.15384615384615,69,2998.076923076923,7363,35976.92307692308,467700,4,9,1,0,1,0,0,160,1.0,0.6923076923076923,1,0,13,653,201897,30,33,7,1,4.0,24.0,90.75,3.5,0.0,0.0,163,0,0,0,0,0,50.23076923076923,0.3076923076923077,2.3076923076923075,0.045941807044410414,10.577835763928231,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True
A-993085,31,1,0,15,14,307.93333333333334,33.666666666666664,49,3230.4,9751,38764.8,581472,1,12,2,2,1,0,1,514,0.9333333333333333,0.8,0,0,51,665,216015,50,33,7,11,4.0,46.5,82.0,3.5,0.0,0.0,579,0,0,0,0,0,44.333333333333336,0.26666666666666666,3.3333333333333335,0.07518796992481203,10.460043678865823,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True
A-92a3af,25,0,0,11,11,101.0909090909091,32.90909090909091,77,3139.818181818182,6965,37677.818181818184,414456,0,7,0,2,0,1,0,161,1.0,0.6363636363636364,1,0,37,714,218189,55,35,8,13,4.0,57.5,39.0,4.0,1.0,0.25,177,0,0,0,0,0,64.9090909090909,0.36363636363636365,5.0,0.07703081232492998,10.554738328616375,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
A-151c9a,23,0,0,5,5,371.2,30.0,52,2850.0,4577,34200.0,171000,0,4,0,1,0,0,0,603,1.0,0.8,0,0,188,366,120907,14,28,1,2,2.0,31.0,156.5,3.5,0.0,0.0,704,0,0,0,0,0,73.2,0.4,2.8,0.03825136612021858,9.856400847439952,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True
A-474ad4,8,0,0,15,13,218.33333333333334,16.8,53,808.3333333333334,4776,9700.0,145500,4,10,1,1,0,0,2,393,0.8666666666666667,0.6666666666666666,0,0,2,605,183355,45,34,6,20,3.0,33.0,50.666666666666664,5.0,1.0,0.3333333333333333,399,0,0,0,0,0,40.333333333333336,0.2,3.0,0.0743801652892562,10.623660554445781,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
A-4ef964,17,0,0,9,8,137.77777777777777,26.444444444444443,70,1586.5555555555557,3430,19038.666666666668,171348,1,6,0,0,0,0,1,274,0.8888888888888888,0.6666666666666666,1,0,46,487,150663,33,31,6,8,3.0,42.666666666666664,86.33333333333333,4.0,0.0,0.0,299,0,0,0,0,0,54.111111111111114,0.3333333333333333,3.6666666666666665,0.06776180698151951,10.233908940411942,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True
A-fd9422,58,0,0,9,8,100.11111111111111,58.0,58,3125.5555555555557,11542,37506.666666666664,337560,4,7,1,1,0,1,1,237,0.8888888888888888,0.7777777777777778,1,0,11,456,143313,21,27,5,1,6.0,44.333333333333336,116.83333333333331,3.5,1.0,0.1666666666666666,271,0,0,0,0,0,50.666666666666664,0.6666666666666666,2.3333333333333335,0.046052631578947366,9.851624743174673,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False
A-0baac2,14,0,1,6,4,48.0,23.333333333333332,33,3083.3333333333335,6169,37000.0,222000,0,6,0,0,0,0,2,103,0.6666666666666666,1.0,1,0,20,202,73161,9,19,0,61,6.0,43.5,89.0,4.333333333333333,0.0,0.0,215,0,0,0,0,0,33.666666666666664,1.0,1.5,0.04455445544554455,8.91949930870139,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
A-bb1486,41,0,0,8,7,28.375,47.875,69,2038.375,3381,24460.5,195684,0,6,0,2,0,2,1,48,0.875,0.75,1,0,6,405,118945,36,24,5,22,3.0,11.0,78.0,3.0,0.0,0.0,56,0,0,0,0,0,50.625,0.375,4.5,0.08888888888888889,9.437034540025488,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False
A-560d27,23,0,0,12,11,94.91666666666667,34.166666666666664,71,3470.0833333333335,14129,41641.0,499692,3,7,1,0,1,0,1,214,0.9166666666666666,0.5833333333333334,1,1,14,587,185616,38,27,6,64,4.0,30.75,59.75,3.6666666666666665,0.0,0.0,240,0,0,0,0,0,48.916666666666664,0.3333333333333333,3.1666666666666665,0.06473594548551959,10.218585063979566,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False
A-0b0d6d,3,0,0,13,11,0.38461538461538464,20.692307692307693,52,2576.230769230769,10348,30914.76923076923,401892,0,13,1,0,1,0,2,1,0.8461538461538461,1.0,1,0,0,582,162411,48,32,9,5,5.0,31.4,90.4,4.0,1.0,0.2,1,0,0,0,0,0,44.76923076923077,0.38461538461538464,3.6923076923076925,0.08247422680412371,10.256169767642508,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False
A-2789e3,11,0,0,12,12,62.5,18.583333333333332,61,2040.75,12139,24489.0,293868,2,10,1,1,1,1,0,104,1.0,0.8333333333333334,1,1,17,680,205877,45,33,6,0,4.0,47.25,83.25,4.0,0.0,0.0,108,0,0,0,0,0,56.666666666666664,0.3333333333333333,3.75,0.0661764705882353,10.635707144491164,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True
A-b07346,51,0,1,5,5,26.0,51.0,51,6283.2,10149,75398.4,376992,1,3,1,0,1,0,0,55,1.0,0.6,1,1,3,326,106943,22,23,4,19,3.0,42.333333333333336,76.66666666666667,3.5,0.0,0.0,82,0,0,0,0,0,65.2,0.6,4.4,0.06748466257668712,9.355590688361763,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False
A-902ef7,83,0,1,8,8,45.75,83.0,83,5540.25,16517,66483.0,531864,2,8,2,0,1,0,0,117,1.0,1.0,1,0,6,414,145878,24,31,5,71,2.0,48.5,85.0,4.0,0.0,0.0,119,0,0,0,0,0,51.75,0.25,3.0,0.057971014492753624,10.141659350566657,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
A-20736a,50,0,0,7,7,113.85714285714286,53.57142857142857,64,5789.285714285715,12736,69471.42857142857,486300,1,7,1,1,1,1,0,236,1.0,1.0,1,0,38,430,108408,22,22,5,2,4.0,42.25,78.25,3.75,0.0,0.0,290,0,0,0,0,0,61.42857142857143,0.5714285714285714,3.142857142857143,0.05116279069767442,9.740431209687381,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
A-e4bf56,17,0,1,7,6,22.0,23.428571428571427,37,2703.714285714286,7363,32444.571428571428,227112,0,4,0,1,0,1,1,44,0.8571428571428571,0.5714285714285714,1,0,6,339,115488,10,25,1,8,8.0,29.125,111.5,3.6666666666666665,0.0,0.0,64,0,0,0,0,0,48.42857142857143,1.1428571428571428,1.4285714285714286,0.029498525073746312,9.570501911215338,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
A-cea1f0,8,0,1,10,10,104.0,15.2,30,1224.4,4378,14692.8,146928,2,4,1,1,1,0,0,213,1.0,0.4,0,0,4,586,161188,28,28,9,8,5.0,42.2,107.4,4.333333333333333,0.0,0.0,268,0,0,0,0,0,58.6,0.5,2.8,0.04778156996587031,10.461746133318554,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False
A-ef84cf,8,0,0,5,4,177.8,16.2,34,1501.4,6766,18016.8,90084,1,3,0,1,0,0,1,294,0.8,0.6,1,0,145,309,100420,11,21,3,0,5.0,34.8,79.4,4.333333333333333,1.0,0.2,305,0,0,0,0,0,61.8,1.0,2.2,0.03559870550161812,9.382954556662751,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True
A-d49cc5,50,0,0,8,8,175.25,53.125,75,1665.625,3675,19987.5,159900,0,7,0,0,0,0,0,322,1.0,0.875,1,0,21,436,142933,34,27,5,3,4.0,32.0,55.25,4.5,0.0,0.0,469,0,0,0,0,0,54.5,0.5,4.25,0.0779816513761468,10.02222944839006,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
A-67be94,26,0,0,7,6,268.14285714285717,38.57142857142857,62,3132.8571428571427,10348,37594.28571428572,263160,0,6,1,0,1,0,1,490,0.8571428571428571,0.8571428571428571,1,0,13,416,127197,17,26,3,13,5.0,38.6,51.0,4.0,0.0,0.0,637,0,0,0,0,0,59.42857142857143,0.7142857142857143,2.4285714285714284,0.040865384615384616,9.946024736154778,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True
A-4e960a,12,1,1,12,12,194.91666666666666,20.583333333333332,71,1995.1666666666667,14129,23942.0,287304,2,11,0,1,0,0,0,328,1.0,0.9166666666666666,1,0,23,512,153943,21,29,5,3,6.0,29.166666666666668,83.16666666666667,4.0,0.0,0.0,349,0,0,0,0,0,42.666666666666664,0.5,1.75,0.041015625,10.311395101832925,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True
A-c37cab,13,0,0,12,10,78.83333333333333,26.333333333333332,98,2452.75,19502,29433.0,353196,3,11,1,1,1,1,2,154,0.8333333333333334,0.9166666666666666,1,0,14,708,203309,40,32,14,1,4.0,33.0,101.25,3.75,1.0,0.25,155,0,0,0,0,0,59.0,0.3333333333333333,3.3333333333333335,0.05649717514124294,10.50704387895906,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False
A-533452,9,0,0,11,10,26.363636363636363,29.09090909090909,101,1878.5454545454545,5174,22542.545454545456,247968,1,10,1,2,1,2,1,40,0.9090909090909091,0.9090909090909091,0,0,6,595,172726,44,32,10,16,4.0,32.75,35.5,4.0,0.0,0.0,49,0,0,0,0,0,54.09090909090909,0.36363636363636365,4.0,0.07394957983193277,10.426091238463075,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
A-443b7c,1,0,1,16,14,59.8125,24.625,84,1503.875,13930,18046.5,288744,3,13,4,0,4,0,2,106,0.875,0.8125,1,0,2,618,195039,29,28,8,4,8.0,29.25,49.0,4.4,0.0,0.0,116,0,0,0,0,0,38.625,0.5,1.8125,0.04692556634304207,10.53577327095586,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
A-1f7acb,64,1,0,8,8,269.375,64.0,64,5864.0,12736,70368.0,562944,1,6,1,3,0,0,0,487,1.0,0.75,1,0,100,510,164068,47,26,7,18,7.0,41.714285714285715,129.57142857142858,4.4,0.0,0.0,513,0,0,0,0,0,63.75,0.875,5.875,0.09215686274509804,9.952672142482543,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False
A-f51f16,1,0,0,8,7,248.75,17.75,60,1663.75,7761,19965.0,159720,1,7,2,0,0,0,1,317,0.875,0.875,1,0,126,384,146093,28,25,3,23,4.0,29.25,91.0,3.0,0.0,0.0,372,0,0,0,0,0,48.0,0.5,3.5,0.07291666666666667,9.471756538975933,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False
A-5a3eb9,18,1,0,13,12,223.46153846153845,30.53846153846154,69,1561.0,3582,18732.0,243516,0,11,0,2,0,0,1,468,0.9230769230769231,0.8461538461538461,1,0,3,722,216880,34,34,7,20,3.0,24.0,83.0,4.0,0.0,0.0,499,0,0,1,0,0,55.53846153846154,0.23076923076923078,2.6153846153846154,0.04709141274238227,10.84560791224396,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
A-5f2961,4,0,0,7,7,21.857142857142858,24.428571428571427,55,1471.2857142857142,3184,17655.428571428572,123588,0,6,0,0,0,0,0,34,1.0,0.8571428571428571,1,0,8,348,103023,19,22,2,57,1.0,53.0,19.0,4.0,0.0,0.0,39,0,0,1,0,0,49.714285714285715,0.14285714285714285,2.7142857142857144,0.05459770114942529,9.681863346670164,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False
A-417d2f,4,1,0,16,15,212.625,20.5625,51,1433.3125,10149,17199.75,275196,2,13,1,0,0,0,1,546,0.9375,0.8125,1,0,3,722,206401,31,37,8,20,6.0,43.5,80.5,4.333333333333333,0.0,0.0,546,0,0,0,0,0,45.125,0.375,1.9375,0.04293628808864266,10.99589727477527,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True
A-e98302,16,1,0,6,5,167.66666666666666,30.5,58,2094.5,6766,25134.0,150804,0,5,0,0,0,0,1,345,0.8333333333333334,0.8333333333333334,1,0,3,273,88751,18,21,3,19,9.0,44.44444444444444,99.44444444444444,4.142857142857143,0.0,0.0,371,0,0,0,0,0,45.5,1.5,3.0,0.06593406593406594,9.035214515790344,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,True,False
A-8bde0c,12,0,0,18,16,15.88888888888889,26.444444444444443,93,1899.888888888889,5572,22798.666666666668,410376,1,15,2,0,2,0,2,57,0.8888888888888888,0.8333333333333334,1,0,3,773,240908,43,34,6,25,3.0,25.666666666666668,86.33333333333333,4.0,0.0,0.0,57,0,0,0,0,0,42.94444444444444,0.16666666666666666,2.388888888888889,0.055627425614489,10.88711614034003,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
A-bcf87c,10,0,1,11,9,65.63636363636364,20.09090909090909,51,1979.090909090909,6169,23749.090909090908,261240,1,8,0,1,0,1,2,162,0.8181818181818182,0.7272727272727273,1,0,18,503,147590,19,26,7,17,2.0,63.0,49.5,4.0,0.0,0.0,187,0,0,0,0,0,45.72727272727273,0.18181818181818182,1.7272727272727273,0.03777335984095427,10.284091789416381,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True
A-54ecc2,4,0,0,11,11,244.36363636363637,13.272727272727273,34,1469.8181818181818,5970,17637.81818181818,194016,1,10,0,1,0,0,0,503,1.0,0.9090909090909091,1,0,62,607,183498,39,28,6,22,5.0,37.4,72.0,5.0,0.0,0.0,569,0,0,0,0,0,55.18181818181818,0.45454545454545453,3.5454545454545454,0.0642504118616145,10.592582289008206,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True
A-625d0b,9,0,0,11,10,50.72727272727273,17.363636363636363,42,1081.1818181818182,2058,12974.181818181818,142716,2,10,0,0,0,0,1,97,0.9090909090909091,0.9090909090909091,1,0,2,529,141489,38,32,6,22,5.0,48.4,72.4,3.0,0.0,0.0,120,0,0,0,0,0,48.09090909090909,0.45454545454545453,3.4545454545454546,0.07183364839319471,10.046579962410311,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
A-fce879,10,1,1,5,5,65.0,25.6,45,1359.4,3781,16312.8,81564,1,5,0,1,0,1,0,94,1.0,1.0,1,0,18,299,98740,14,25,1,31,2.0,28.0,61.5,4.0,0.0,0.0,98,0,0,0,0,0,59.8,0.4,2.8,0.046822742474916385,9.627765300303102,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False
A-b07b56,25,0,1,15,14,26.066666666666666,26.333333333333332,34,1132.2666666666667,4975,13587.2,203808,3,12,0,0,0,0,1,45,0.9333333333333333,0.8,1,1,10,633,185462,39,32,9,2,4.0,31.25,93.75,3.0,0.0,0.0,53,0,0,0,0,0,42.2,0.26666666666666666,2.6,0.061611374407582936,10.323832977199125,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False
A-6da850,5,0,0,16,13,209.3125,16.375,37,1159.9375,7363,13919.25,222708,4,12,3,1,0,0,3,450,0.8125,0.75,1,0,0,714,186370,54,30,8,4,5.0,49.0,76.4,4.0,0.0,0.0,451,0,0,0,0,0,44.625,0.3125,3.375,0.07563025210084033,10.549993486674952,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
A-342303,1,1,0,3,3,149.0,18.333333333333332,28,565.0,1372,6780.0,20340,1,3,0,0,0,0,0,242,1.0,1.0,1,1,31,141,23149,5,12,1,35,3.0,29.333333333333332,71.33333333333333,4.5,0.0,0.0,290,0,0,0,0,0,47.0,1.0,1.6666666666666667,0.03546099290780142,8.218471450523792,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False
A-e7a1e2,3,0,0,12,11,66.58333333333333,13.916666666666666,44,1670.1666666666667,8756,20042.0,240504,2,10,0,0,0,0,1,165,0.9166666666666666,0.8333333333333334,1,0,2,703,220928,36,36,3,10,1.0,45.0,37.0,4.0,0.0,0.0,191,0,0,0,0,0,58.583333333333336,0.08333333333333333,3.0,0.051209103840682786,10.890817416265518,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False
A-f1f639,2,0,0,4,4,375.25,5.25,9,729.75,1791,8757.0,35028,0,4,1,0,0,0,0,547,1.0,1.0,1,0,103,139,43097,10,12,4,11,7.0,20.0,67.57142857142857,4.8,0.0,0.0,674,0,0,0,0,0,34.75,1.75,2.5,0.07194244604316546,7.909379549855013,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True
A-a865bd,38,0,0,5,5,237.6,47.6,68,4204.4,7562,50452.8,252264,0,3,0,0,0,0,0,349,1.0,0.6,0,0,103,230,60120,13,19,3,13,2.0,31.5,21.5,3.0,0.0,0.0,469,0,0,0,0,0,46.0,0.4,2.6,0.05652173913043478,8.80554128842361,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True
A-4e631b,22,0,0,11,11,107.72727272727273,24.0,40,2218.0,7960,26616.0,292776,1,8,1,1,0,1,0,288,1.0,0.7272727272727273,1,0,21,502,154668,29,32,4,12,2.0,24.5,52.0,4.0,0.0,0.0,290,0,0,0,0,0,45.63636363636363,0.18181818181818182,2.6363636363636362,0.05776892430278884,10.382798564597731,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
A-7f6b86,45,1,1,9,8,225.0,48.111111111111114,59,2155.777777777778,11741,25869.333333333332,232824,3,7,3,0,0,0,1,489,0.8888888888888888,0.7777777777777778,1,0,25,420,144249,14,27,3,5,7.0,40.42857142857143,96.57142857142856,3.6666666666666665,0.0,0.0,495,0,0,0,0,0,46.666666666666664,0.7777777777777778,1.5555555555555556,0.03333333333333333,9.93039289941314,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False
A-8adedc,4,1,1,14,12,194.85714285714286,26.714285714285715,79,2023.4285714285713,11343,24281.14285714286,339936,3,13,0,0,0,0,2,290,0.8571428571428571,0.9285714285714286,1,0,115,583,165997,33,32,5,0,4.0,49.25,56.75,4.0,0.0,0.0,324,0,0,0,0,0,41.642857142857146,0.2857142857142857,2.357142857142857,0.05660377358490566,10.511961104941607,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False
A-2edab2,17,0,0,10,9,218.4,17.0,17,1139.0,3383,13668.0,136680,0,9,1,0,0,0,1,405,0.9,0.9,1,0,16,487,160804,26,28,5,9,4.0,30.0,102.25,3.0,0.0,0.0,410,0,0,0,0,0,48.7,0.4,2.6,0.053388090349075976,9.940670784094241,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True
A-149a69,34,0,0,3,3,18.333333333333332,34.0,34,2686.0,6766,32232.0,96696,0,1,0,0,0,0,0,26,1.0,0.3333333333333333,1,0,12,208,59894,9,18,1,136,8.0,33.875,120.875,4.2,0.0,0.0,75,0,0,0,0,0,69.33333333333333,2.6666666666666665,3.0,0.04326923076923077,8.453760410618433,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
A-a6d261,9,0,0,14,13,234.07142857142858,23.428571428571427,103,2727.9285714285716,20497,32735.14285714286,458292,1,13,3,0,1,0,1,384,0.9285714285714286,0.9285714285714286,1,0,42,627,189235,29,36,6,1,4.0,40.0,63.25,4.666666666666667,1.0,0.25,398,0,0,0,0,0,44.785714285714285,0.2857142857142857,2.0714285714285716,0.046251993620414676,10.792436206248444,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
A-443f6f,19,0,0,9,8,12.333333333333334,21.77777777777778,38,1510.4444444444443,3781,18125.333333333332,163128,0,7,1,0,1,0,1,23,0.8888888888888888,0.7777777777777778,1,0,5,527,158149,28,31,4,5,4.0,28.0,122.25,4.666666666666667,0.0,0.0,24,0,0,0,0,0,58.55555555555556,0.4444444444444444,3.111111111111111,0.05313092979127135,10.524733093105187,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True
A-202b67,11,0,0,9,8,174.77777777777777,21.333333333333332,61,2018.6666666666667,5771,24224.0,218016,0,8,1,0,0,0,1,279,0.8888888888888888,0.8888888888888888,1,0,83,447,110514,40,29,5,3,4.0,36.75,90.5,4.666666666666667,0.0,0.0,284,0,0,0,0,0,49.666666666666664,0.4444444444444444,4.444444444444445,0.0894854586129754,10.114118876567819,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True
A-00bed1,28,1,0,10,10,201.0,34.2,61,3350.6,9751,40207.2,402072,1,9,3,0,0,0,0,411,1.0,0.9,0,0,121,514,143734,27,32,2,17,4.0,31.75,106.25,4.0,0.0,0.0,413,0,0,0,0,0,51.4,0.4,2.7,0.05252918287937743,10.37802854773333,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False
A-ffc04f,13,0,0,15,13,87.66666666666667,19.333333333333332,55,1335.9333333333334,3781,16031.2,240468,3,8,0,1,0,1,2,206,0.8666666666666667,0.5333333333333333,1,0,3,857,277347,64,37,7,22,7.0,17.714285714285715,58.57142857142857,4.5,1.0,0.1428571428571428,208,0,0,0,0,0,57.13333333333333,0.4666666666666667,4.266666666666667,0.07467911318553092,10.955699455191455,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True
A-65c341,11,1,0,8,6,141.375,26.875,84,3818.25,16716,45819.0,366552,1,8,0,0,0,0,2,320,0.75,1.0,1,0,38,410,147068,18,25,4,6,5.0,41.4,87.8,4.0,0.0,0.0,371,0,0,0,0,0,51.25,0.625,2.25,0.04390243902439024,9.900927557395766,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True
A-dcc2f0,15,0,0,15,14,233.53333333333333,18.066666666666666,32,1166.2,3184,13994.4,209916,2,13,2,0,1,0,1,456,0.9333333333333333,0.8666666666666667,0,0,31,833,243699,26,35,8,5,2.0,27.0,100.0,4.0,0.0,0.0,528,0,0,1,0,0,55.53333333333333,0.13333333333333333,1.7333333333333334,0.031212484993997598,11.120356582511535,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
